posicao,titulo,artista,gravadora,distribuidora,periodo,ano,mes
32,Não Recomendo (Ao Vivo),Matheus & Kauan,Universal Music Ltda.,Universal Music Group,01/2024,2024,1
33,Dia De Fluxo,"AgroPlay, Ana Castela & Ludmilla",AgroPlay,IIP-DDS,01/2024,2024,1
34,Tá Ok,Dennis & Mc Kevin o Chris,Sony Music Entertainment,Sony Music Entertainment,01/2024,2024,1
35,Um Mês E Pouco (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,01/2024,2024,1
36,Meio Termo (Ao Vivo),Luan Santana,Sony Music Entertainment,Sony Music Entertainment,01/2024,2024,1
37,Eu Não Previ (Ao Vivo) (Feat. Murilo Huff),Traia Véia,Show Mix.,Strm Inovação E Projetos Musicais LTDA,01/2024,2024,1
38,Toca O Trompete,Felipe Amorim,One Play,Believe,01/2024,2024,1
39,Sou Musa Do Verão,Marshmello & Luísa Sonza,Sony Music Latin,Sony Music Entertainment,01/2024,2024,1
40,Devia Ser Proibido (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,01/2024,2024,1
41,Ela (Ao Vivo),Sorriso Maroto & Ferrugem,Sony Music Entertainment,Sony Music Entertainment,01/2024,2024,1
42,Vestido Curto (Ao Vivo),"Diego & Victor Hugo, Guilherme & Benuto",Sony Music Entertainment,Sony Music Entertainment,01/2024,2024,1
43,Quase Algo (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,01/2024,2024,1
44,Pátio Do Posto (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,01/2024,2024,1
45,Joga Pra Lua,"Anitta, Pedro Sampaio & Dennis",Republic Records,Universal Music Group,01/2024,2024,1
46,Então Vai,"Zé Felipe, Dennis & Luan Pereira",Som Livre,The Orchard,01/2024,2024,1
47,Tem Café,Hits Forró,Hits Forró,oneRPM,01/2024,2024,1
48,Novo Balanço,"Veigh, Bvga Beatz, Prod Malax & Supernova Ent",Supernova Entertainment Under Exclusive License to UnitedMasters,United Masters,01/2024,2024,1
49,Bellakeo,Peso Pluma & Anitta,Double P Records,The Orchard,01/2024,2024,1
50,Tipo Hollywood,"Mc Ws Da leste, Dj Chadin Do C & Mc Chothiê",FERA ENTRETENIMENTO SP,oneRPM,01/2024,2024,1
1,Macetando,Ivete Sangalo & Ludmilla,IM Music,Altafonte,02/2024,2024,2
2,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade (Ao Vivo),Lauana Prado,Universal Music Ltda.,Universal Music Group,02/2024,2024,2
3,Pocpoc,Pedro Sampaio,WM Brazil,Warner Music Group,02/2024,2024,2
4,Perna Bamba,Parangolé & Leo Santana,Penta Entretenimento / Salvador Produções,oneRPM,02/2024,2024,2
5,"Let's Go 4 (Feat. Mc Davi, Mc Don Juan, Mc Kadu, Mc GH Do 7, Mc GP & TrapLaudo)","Mc IG, Mc PH, Mc Ryan SP & Mc Luki",GR6 Music,Ingrooves,02/2024,2024,2
6,Baby Eu Tava Na Rua Da Água (Feat. Tropa Da W&S),TR & Mc Menor RV,WMD,IIP-DDS,02/2024,2024,2
7,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,02/2024,2024,2
8,Dia De Fluxo,"AgroPlay, Ana Castela & Ludmilla",AgroPlay,IIP-DDS,02/2024,2024,2
9,Tenho Que Me Decidir,"Mc PH, Borges, Wiu, Pedro Lotto & Wey",GR6 Music,Ingrooves,02/2024,2024,2
10,Canudinho (Ao Vivo),Gusttavo Lima & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
11,Deja Vu,Luan Santana & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
12,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,Som Livre,The Orchard,02/2024,2024,2
13,Daqui Pra Sempre,Manu & Simone Mendes,manuoficial,oneRPM,02/2024,2024,2
14,Loucura,"Borges, Mc Cabelinho & Veigh",Mainstreet Records,oneRPM,02/2024,2024,2
15,Vazou Na Braquiara (Ao Vivo),Hugo & Guilherme,Som Livre,The Orchard,02/2024,2024,2
16,Anestesiado (Ao Vivo),Murilo Huff,Artinvox,Altafonte,02/2024,2024,2
17,Fronteira (Ao Vivo),Ana Castela & Gustavo Mioto,AgroPlay,IIP-DDS,02/2024,2024,2
18,Não Recomendo (Ao Vivo),Matheus & Kauan,Universal Music Ltda.,Universal Music Group,02/2024,2024,2
19,Cama Repetida,Leo Santana & Zé Felipe,Universal Music Ltda.,Universal Music Group,02/2024,2024,2
20,Manda Um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
21,Tipo Hollywood,"Mc Ws Da leste, Dj Chadin Do C & Mc Chothiê",FERA ENTRETENIMENTO SP,oneRPM,02/2024,2024,2
22,Ritmista 1.0,"DJ WN, Mc Hariel & Mc Ryan SP",Love Funk,oneRPM,02/2024,2024,2
23,Bênçãos Que Não Têm Fim (Counting My Blessings),Isadora Pompeo,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
24,Dentro Da Hilux,"Luan Pereira, MC Ryan SP & Mc Daniel",Som Livre,The Orchard,02/2024,2024,2
25,Joga Pra Lua,"Anitta, Pedro Sampaio & Dennis",Republic Records,Universal Music Group,02/2024,2024,2
26,10 Carros,Chefin & LB Único,Mainstreet Records,oneRPM,02/2024,2024,2
27,Erro Gostoso (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,02/2024,2024,2
28,Baile Do Bruxo,"Tropa Do Bruxo, DJ Ws Da Igrejinha, SMU, Triz & Mc Menor Thalis",Tropa Do Bruxo,Symphonic,02/2024,2024,2
29,Solteiro Forçado,Ana Castela,AgroPlay do Brasil,IIP-DDS,02/2024,2024,2
30,Tem Café,"Henry Freitas, Andrezin Araújo & Dj Kevin Oficial",Hits Forró,oneRPM,02/2024,2024,2
31,Dois Fugitivos (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,02/2024,2024,2
32,Maliciosa (Ao Vivo),Ludmilla,SEM QUERER MUSIC,Warner Music Group,02/2024,2024,2
33,Silverado,AgroPlay & Luan Pereira,AgroPlay,IIP-DDS,02/2024,2024,2
34,Mala Dos Porta-Mala (Ao Vivo),"Gusttavo Lima, Matheus & Kauan",Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
35,Sou Musa Do Verão,Marshmello & Luísa Sonza,Sony Music Latin,Sony Music Entertainment,02/2024,2024,2
36,Tô Voltando (Ao Vivo),Ana Castela,AgroPlay,IIP-DDS,02/2024,2024,2
37,Meio Termo (Ao Vivo),Luan Santana,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
38,Faz Um Vuk Vuk (Teto Espelhado),MC Kevin o Chris & Dj Nk Da Serra,MC Kevin o Chris,oneRPM,02/2024,2024,2
39,Amor Livre (Ao Vivo),Filipe Ret,Som Livre,The Orchard,02/2024,2024,2
40,Leão,Marília Mendonça,Som Livre,The Orchard,02/2024,2024,2
41,Zero Apego,Grego & Paulo Pires,ÉaBest,Believe,02/2024,2024,2
42,Morena (Ao Vivo),Clayton & Romário,Virgin Music Label And Artist Services (S&D),Universal Music Group,02/2024,2024,2
43,30 Cadeados (Ao Vivo),Gusttavo Lima & Mari Fernandez,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
44,Dança Pra Me Provocar,DJ João Pereira & Mc Koringa,5446456 Records DK,DistroKid,02/2024,2024,2
45,Quase Algo (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,02/2024,2024,2
46,Devia Ser Proibido (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,02/2024,2024,2
47,Tá Ok,Dennis & Mc Kevin o Chris,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
48,Torce O Olho (Ao Vivo),"Gusttavo Lima, Hugo & Guilherme",Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
49,Passada De Mão (Ao Vivo),Dilsinho & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,02/2024,2024,2
50,Nosso Quadro,AgroPlay & Ana Castela,AgroPlay,IIP-DDS,02/2024,2024,2
1,Qual É O Seu Desejo?,"Tz Da Coronel, Ryu, The Runner & Nagalli",Cúpula,The Orchard,03/2024,2024,3
2,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade (Ao Vivo),Lauana Prado,Universal Music Ltda.,Universal Music Group,03/2024,2024,3
3,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,03/2024,2024,3
4,Baby Eu Tava Na Rua Da Água (Feat. Tropa Da W&S),TR & Mc Menor RV,WMD,IIP-DDS,03/2024,2024,3
5,"Diz Aí Qual É O Plano? (Feat. Mc Gh Do 7, Mc GP, Mc Nego Micha, Mc Ph, Mc Luki, Mc Poze Do Rodo, Murillo E LT No Beat & TrapLaudo)","Mc IG, Mc Ryan SP & Oruam",WM Brazil,Warner Music Group,03/2024,2024,3
6,Lua (Feat. Alok),Ana Castela & Hungria Hip Hop,AgroPlay,IIP-DDS,03/2024,2024,3
7,Ram Tchum,"Dennis, Ana Castela & Mc Gw",Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
8,Pocpoc,Pedro Sampaio,WM Brazil,Warner Music Group,03/2024,2024,3
9,Anestesiado (Ao Vivo),Murilo Huff,Artinvox,Altafonte,03/2024,2024,3
10,Dia De Fluxo,"AgroPlay, Ana Castela & Ludmilla",AgroPlay,IIP-DDS,03/2024,2024,3
11,"Let's Go 4 (Feat. Mc Davi, Mc Don Juan, Mc Kadu, Mc GH Do 7, Mc GP & TrapLaudo)","Mc IG, Mc PH, Mc Ryan SP & Mc Luki",GR6 Music,Ingrooves,03/2024,2024,3
12,Haverá Sinais (Ao Vivo),"Jorge & Mateus, Lauana Prado",Som Livre,The Orchard,03/2024,2024,3
13,Passada De Mão (Ao Vivo),Dilsinho & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
14,Vazou Na Braquiara (Ao Vivo),Hugo & Guilherme,Som Livre,The Orchard,03/2024,2024,3
15,Péssima Hora (Ao Vivo),Jefferson Moraes,Duettos Music,Warner Music Group,03/2024,2024,3
16,Aquariano Nato,Mc Saci & DJ Sammer,eumcsaci,oneRPM,03/2024,2024,3
17,"Rolé Na Favela De Nave (Feat. Dj Lc Da Roça, Mc K9 & Mc Smith)",Oruam & Didi,Mainstreet Records,oneRPM,03/2024,2024,3
18,Tenho Que Me Decidir,"Mc PH, Borges, Wiu, Pedro Lotto & Wey",GR6 Music,Ingrooves,03/2024,2024,3
19,Canudinho (Ao Vivo),Gusttavo Lima & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
20,Perna Bamba,Parangolé & Leo Santana,Penta Entretenimento / Salvador Produções,oneRPM,03/2024,2024,3
21,A Cerveja Abre Sozinha (Ao Vivo),Murilo Huff,M Show,Altafonte,03/2024,2024,3
22,Não Recomendo (Ao Vivo),Matheus & Kauan,Universal Music Ltda.,Universal Music Group,03/2024,2024,3
23,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,Som Livre,The Orchard,03/2024,2024,3
24,Tum Bá Tum,"Tropa Do Bruxo, Smu, Dj Vitin Do Pc, Mc JF & Mc Nahara",Tropa Do Bruxo,Symphonic,03/2024,2024,3
25,Daqui Pra Sempre,Manu & Simone Mendes,manuoficial,oneRPM,03/2024,2024,3
26,Tropa Do Pisa (Feat. Mc Ph),TrapLaudo & Murillo E LT No Beat,GR6 Music,Ingrooves,03/2024,2024,3
27,Maliciosa (Ao Vivo),Ludmilla,SEM QUERER MUSIC,Warner Music Group,03/2024,2024,3
28,Bênçãos Que Não Têm Fim (Counting My Blessings),Isadora Pompeo,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
29,Dois Tristes (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,03/2024,2024,3
30,Ritmista 1.0,"DJ WN, Mc Hariel & Mc Ryan SP",Love Funk,oneRPM,03/2024,2024,3
31,Loucura,"Borges, Mc Cabelinho & Veigh",Mainstreet Records,oneRPM,03/2024,2024,3
32,Silverado,AgroPlay & Luan Pereira,AgroPlay,IIP-DDS,03/2024,2024,3
33,A Internet É Toxica (Feat. Mc Saci),"Dj Lc, Dj Joao Da Inestan & Mc Pretchako",Complexo dos Hits,oneRPM,03/2024,2024,3
34,De 10 Mulher 11 É Maluca,"Mc Saci, Mc Fahah & Dj Sammer",eumcsaci,oneRPM,03/2024,2024,3
35,Fronteira (Ao Vivo),Ana Castela & Gustavo Mioto,AgroPlay,IIP-DDS,03/2024,2024,3
36,Quase Algo (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,03/2024,2024,3
37,Deja Vu,Luan Santana & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
38,Amor Livre (Ao Vivo),Filipe Ret,Som Livre,The Orchard,03/2024,2024,3
39,Baile Do Bruxo,"Tropa Do Bruxo, DJ Ws Da Igrejinha, SMU, Triz & Mc Menor Thalis",Tropa Do Bruxo,Symphonic,03/2024,2024,3
40,Dois Fugitivos (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,03/2024,2024,3
41,Beautiful Things,Benson Boone,"Night Street Records, Inc./Warner Records Inc.",Warner Music Group,03/2024,2024,3
42,Macetando,Ivete Sangalo & Ludmilla,IM Music,Altafonte,03/2024,2024,3
43,Erro Gostoso (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,03/2024,2024,3
44,Tipo Hollywood,"Mc Ws Da leste, Dj Chadin Do C & Mc Chothiê",FERA ENTRETENIMENTO SP,oneRPM,03/2024,2024,3
45,We Can't Be Friends (Wait For Your Love),Ariana Grande,Republic Records,UMG Global,03/2024,2024,3
46,Manda Um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
47,Meio Termo (Ao Vivo),Luan Santana,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
48,Devia Ser Proibido (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,03/2024,2024,3
49,Recadin No Espelho,Luísa Sonza & Mc Kevin O Chris,Sony Music Entertainment,Sony Music Entertainment,03/2024,2024,3
50,Leão,Marília Mendonça,Som Livre,The Orchard,03/2024,2024,3
1,Quero Te Encontrar,"Dj Lg Prod, Dj Jz & Mc Mininin",Tropa do Serrão,Symphonic,04/2024,2024,4
2,Haverá Sinais (Ao Vivo),"Jorge & Mateus, Lauana Prado",Som Livre,The Orchard,04/2024,2024,4
3,"Diz Aí Qual É O Plano? (Feat. Mc Gh Do 7, Mc GP, Mc Nego Micha, Mc Ph, Mc Luki, Mc Poze Do Rodo, Murillo E LT No Beat & TrapLaudo)","Mc IG, Mc Ryan SP & Oruam",WM Brazil,Warner Music Group,04/2024,2024,4
4,Entra Na Defender,Luan Pereira & Mc Daniel,Som Livre,The Orchard,04/2024,2024,4
5,Aquariano Nato,Mc Saci & DJ Sammer,eumcsaci,oneRPM,04/2024,2024,4
6,Ram Tchum,"Dennis, Ana Castela & Mc Gw",Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
7,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,04/2024,2024,4
8,Gosta De Rua (Ao Vivo),Felipe e Rodrigo,Virgin Music Label And Artist Services (S&D),Universal Music Group,04/2024,2024,4
9,Qual É O Seu Desejo?,"Tz Da Coronel, Ryu, The Runner & Nagalli",Cúpula,The Orchard,04/2024,2024,4
10,Dois Tristes (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,04/2024,2024,4
11,"É Isso Bebê, Tá Certa! (Feat. Dj Glenner)","Mc IG, Mc Ryan SP & Mc PH",WM Brazil,Warner Music Group,04/2024,2024,4
12,De 10 Mulher 11 É Maluca,"Mc Saci, Mc Fahah & Dj Sammer",eumcsaci,oneRPM,04/2024,2024,4
13,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade (Ao Vivo),Lauana Prado,Universal Music Ltda.,Universal Music Group,04/2024,2024,4
14,A Internet É Toxica (Feat. Mc Saci),"Dj Lc, Dj Joao Da Inestan & Mc Pretchako",Complexo dos Hits,oneRPM,04/2024,2024,4
15,Lua (Feat. Alok),Ana Castela & Hungria Hip Hop,AgroPlay,IIP-DDS,04/2024,2024,4
16,Amor Na Praia,Nattan,Feeling,Believe,04/2024,2024,4
17,Anestesiado (Ao Vivo),Murilo Huff,Artinvox,Altafonte,04/2024,2024,4
18,Vazou Na Braquiara (Ao Vivo),Hugo & Guilherme,Som Livre,The Orchard,04/2024,2024,4
19,Morena De Goiânia (Ao Vivo),"Hugo & Guilherme, Maiara & Maraisa",Som Livre,The Orchard,04/2024,2024,4
20,Baby Eu Tava Na Rua Da Água (Feat. Tropa Da W&S),TR & Mc Menor RV,WMD,IIP-DDS,04/2024,2024,4
21,Tum Bá Tum,"Tropa Do Bruxo, Smu, Dj Vitin Do Pc, Mc JF & Mc Nahara",Tropa Do Bruxo,Symphonic,04/2024,2024,4
22,Não Recomendo (Ao Vivo),Matheus & Kauan,Universal Music Ltda.,Universal Music Group,04/2024,2024,4
23,"Let's Go 4 (Feat. Mc Davi, Mc Don Juan, Mc Kadu, Mc GH Do 7, Mc GP & TrapLaudo)","Mc IG, Mc PH, Mc Ryan SP & Mc Luki",GR6 Music,Ingrooves,04/2024,2024,4
24,Torre Eiffel (Ao Vivo),"Manu, Guilherme & Benuto",manuoficial,oneRPM,04/2024,2024,4
25,"Rolé Na Favela De Nave (Feat. Dj Lc Da Roça, Mc K9 & Mc Smith)",Oruam & Didi,Mainstreet Records,oneRPM,04/2024,2024,4
26,Dia De Fluxo,"AgroPlay, Ana Castela & Ludmilla",AgroPlay,IIP-DDS,04/2024,2024,4
27,Digitando,Gustavo Moura & Rafael,Astro Music Produções,dashgo,04/2024,2024,4
28,Pocpoc,Pedro Sampaio,WM Brazil,Warner Music Group,04/2024,2024,4
29,Não Vou Namorar (Feat. Mc Th Da Serra),"DJ Ws Da Igrejinha, Dj João Pereira & Mc Dudu Sk",Dalama Records,Symphonic,04/2024,2024,4
30,Passada De Mão (Ao Vivo),Dilsinho & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
31,"Melhor Vibe (Feat. Caio Luccas, Dallass & Rocco)","Mc Ryan SP, Filipe Ret & Chefin",WM Brazil,Warner Music Group,04/2024,2024,4
32,"Samba De Malandro (Feat. Love Funk, Mc Piedro, Dj GM & Dj WN)","Mc Paulin Da Capital, Mc Ryan SP & Mc Daniel",Love Funk,oneRPM,04/2024,2024,4
33,Daqui Pra Sempre,Manu & Simone Mendes,manuoficial,oneRPM,04/2024,2024,4
34,Canudinho (Ao Vivo),Gusttavo Lima & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
35,Pega Escandaloso,Luan Santana & MC Kevin o Chris,Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
36,Tenho Que Me Decidir,"Mc PH, Borges, Wiu, Pedro Lotto & Wey",GR6 Music,Ingrooves,04/2024,2024,4
37,A Cerveja Abre Sozinha (Ao Vivo),Murilo Huff,M Show,Altafonte,04/2024,2024,4
38,Beautiful Things,Benson Boone,"Night Street Records, Inc./Warner Records Inc.",Warner Music Group,04/2024,2024,4
39,Vem Desestressar,"Mc Ph, Vulgo Fk, Veigh, Pedro Lotto & Eros",GR6 Music,Ingrooves,04/2024,2024,4
40,Lapada Dela (Ao Vivo),Grupo Menos É Mais & Matheus Fernandes,Som Livre,The Orchard,04/2024,2024,4
41,Casca De Bala,Thullio Milionário,Thullio Milionário,The Orchard,04/2024,2024,4
42,Quase Algo (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,04/2024,2024,4
43,Bênçãos Que Não Têm Fim (Counting My Blessings),Isadora Pompeo,Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
44,"Olá, Moça (Feat. Bvga Beatz, Galdino & Honaiser)","Mc IG, Veigh & Toledo",WM Brazil,Warner Music Group,04/2024,2024,4
45,Dois Fugitivos (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,04/2024,2024,4
46,Fronteira (Ao Vivo),Ana Castela & Gustavo Mioto,AgroPlay,IIP-DDS,04/2024,2024,4
47,Falta De Mim (Ao Vivo),Ludmilla & Mari Fernandez,SEM QUERER MUSIC,Warner Music Group,04/2024,2024,4
48,"Deus, Por favor (Feat. Mc Ph)","Mc IG, Mc Kevin & Dj Wn",WM Brazil,Warner Music Group,04/2024,2024,4
49,Manda Um Oi (Ao Vivo),Guilherme & Benuto & Simone Mendes,Sony Music Entertainment,Sony Music Entertainment,04/2024,2024,4
50,Leão,Marília Mendonça,Som Livre,The Orchard,04/2024,2024,4
1,Digitando,Gustavo Moura & Rafael,Astro Music Produções,dashgo,05/2024,2024,5
2,Gosta De Rua (Ao Vivo),Felipe e Rodrigo,Virgin Music Label And Artist Services (S&D),Universal Music Group,05/2024,2024,5
3,Quero Te Encontrar,"Dj Lg Prod, Dj Jz & Mc Mininin",Tropa do Serrão,Symphonic,05/2024,2024,5
4,The Box Medley Funk 2,"The Box, Mc Brinquedo, Mc Cebezinho, Mc Tuto & Mc Laranjinha",Sony Music Entertainment,Sony Music Entertainment,05/2024,2024,5
5,Dois Tristes (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,05/2024,2024,5
6,Haverá Sinais (Ao Vivo),"Jorge & Mateus, Lauana Prado",Som Livre,The Orchard,05/2024,2024,5
7,Entra Na Defender,Luan Pereira & Mc Daniel,Som Livre,The Orchard,05/2024,2024,5
8,Deu Moral (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,05/2024,2024,5
9,Não Vou Namorar (Feat. Mc Th Da Serra),"DJ Ws Da Igrejinha, Dj João Pereira & Mc Dudu Sk",Dalama Records,Symphonic,05/2024,2024,5
10,Casca De Bala,Thullio Milionário,Thullio Milionário,The Orchard,05/2024,2024,5
11,Vamo Marolar,"L7nnon, Mc Cabelinho, Palma & HHR",HHR Records,Warner Music Group,05/2024,2024,5
12,Morena De Goiânia (Ao Vivo),"Hugo & Guilherme, Maiara & Maraisa",Som Livre,The Orchard,05/2024,2024,5
13,Quem Não Quer Sou Eu,"Seu Jorge, Mc Leozin & Dj Topo",DJ TOPO,dashgo,05/2024,2024,5
14,Confissões Pt. 2,"Nagalli, KayBlack & Veigh",Supernova Ent,United Masters,05/2024,2024,5
15,Barulho Do Foguete (Ao Vivo),Zé Neto & Cristiano,Som Livre,The Orchard,05/2024,2024,5
16,"Melhor Vibe (Feat. Caio Luccas, Dallass & Rocco)","Mc Ryan SP, Filipe Ret & Chefin",WM Brazil,Warner Music Group,05/2024,2024,5
17,Foi Intenso (Ao Vivo),Zé Neto & Cristiano & Ana Castela,Som Livre,The Orchard,05/2024,2024,5
18,Vazou Na Braquiara (Ao Vivo),Hugo & Guilherme,Som Livre,The Orchard,05/2024,2024,5
19,Anestesiado (Ao Vivo),Murilo Huff,Artinvox,Altafonte,05/2024,2024,5
20,"Samba De Malandro (Feat. Love Funk, Mc Piedro, Dj GM & Dj WN)","Mc Paulin Da Capital, Mc Ryan SP & Mc Daniel",Love Funk,oneRPM,05/2024,2024,5
21,Forró E Desmantelo,Dj Sv & Doug Hits,Doug Filmes,oneRPM,05/2024,2024,5
22,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade (Ao Vivo),Lauana Prado,Universal Music Ltda.,Universal Music Group,05/2024,2024,5
23,Lua (Feat. Alok),Ana Castela & Hungria Hip Hop,AgroPlay,IIP-DDS,05/2024,2024,5
24,"Diz Aí Qual É O Plano? (Feat. Mc Gh Do 7, Mc GP, Mc Nego Micha, Mc Ph, Mc Luki, Mc Poze Do Rodo, Murillo E LT No Beat & TrapLaudo)","Mc IG, Mc Ryan SP & Oruam",WM Brazil,Warner Music Group,05/2024,2024,5
25,Aquariano Nato,"Mc Saci, Complexo Dos Hits, Dj Sammer & Mc Pretchako",eumcsaci,oneRPM,05/2024,2024,5
26,Vem Desestressar,"Mc Ph, Vulgo Fk, Veigh, Pedro Lotto & Eros",GR6 Music,Ingrooves,05/2024,2024,5
27,Ram Tcum,"Dennis, Ana Castela & Mc Gw",Sony Music Entertainment,Sony Music Entertainment,05/2024,2024,5
28,Problemas De Um Milionário,Wiu & Teto,30PRAUM,Warner Music Group,05/2024,2024,5
29,Maravilhosa,Zé Vaqueiro,Sony Music Entertainment,Sony Music Entertainment,05/2024,2024,5
30,Daqui Pra Sempre,Manu & Simone Mendes,manuoficial,oneRPM,05/2024,2024,5
31,Tum Bá Tum,"Tropa Do Bruxo, Smu, Dj Vitin Do Pc, Mc JF & Mc Nahara",Tropa Do Bruxo,Symphonic,05/2024,2024,5
32,A Internet É Toxica (Feat. Mc Saci),"Dj Lc, Dj Joao Da Inestan & Mc Pretchako",Complexo dos Hits,oneRPM,05/2024,2024,5
33,Qual É O Seu Desejo?,"Tz Da Coronel, Ryu, The Runner & Nagalli",Cúpula,The Orchard,05/2024,2024,5
34,Pega Escandaloso,Luan Santana & MC Kevin o Chris,Sony Music Entertainment,Sony Music Entertainment,05/2024,2024,5
35,Amor Na Praia,Nattan,Feeling,Believe,05/2024,2024,5
36,Quase Algo (Ao Vivo),Henrique & Juliano,Virgin Music Label And Artist Services (S&D),Universal Music Group,05/2024,2024,5
37,Não Recomendo (Ao Vivo),Matheus & Kauan,Universal Music Ltda.,Universal Music Group,05/2024,2024,5
38,Torre Eiffel (Ao Vivo),"Manu, Guilherme & Benuto",manuoficial,oneRPM,05/2024,2024,5
39,Dois Fugitivos (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,05/2024,2024,5
40,Equivocada (Ao Vivo),Traia Véia & Gusttavo Lima,Show Mix.,Strm Inovação E Projetos Musicais LTDA,05/2024,2024,5
41,Dia De Fluxo,"AgroPlay, Ana Castela & Ludmilla",AgroPlay,IIP-DDS,05/2024,2024,5
42,Filho Da Noite,Mc Ryan Sp & Matuê,Sony Music Entertainment,Sony BMG Music Entertainment,05/2024,2024,5
43,Não Sei Se Tô Solteiro (Ao Vivo),"Matheus & Kauan, Maiara & Maraisa",Universal Music Ltda.,Universal Music Group,05/2024,2024,5
44,Dedo Do Meio (Ao Vivo),Murilo Huff,M Show,Altafonte,05/2024,2024,5
45,De 10 Mulher 11 É Maluca,"Mc Saci, Mc Fahah, Dj Lc & Dj Sammer",eumcsaci,oneRPM,05/2024,2024,5
46,Beautiful Things,Benson Boone,"Night Street Records, Inc./Warner Records Inc.",Warner Music Group,05/2024,2024,5
47,Erro Gostoso (Ao Vivo),Simone Mendes,Universal Music Ltda.,Universal Music Group,05/2024,2024,5
48,Canudinho (Ao Vivo),Gusttavo Lima & Ana Castela,Sony Music Entertainment,Sony Music Entertainment,05/2024,2024,5
49,"Let's Go 4 (Feat. Mc Davi, Mc Don Juan, Mc Kadu, Mc GH Do 7, Mc GP & TrapLaudo)","Mc IG, Mc PH, Mc Ryan SP & Mc Luki",GR6 Music,Ingrooves,05/2024,2024,5
50,Espresso,Sabrina Carpenter,Island Records,Universal Music Group,05/2024,2024,5
1,Quem Não Quer Sou Eu,"Seu Jorge, Mc Leozin, Mc G15 & Dj Topo",DJ TOPO,dashgo,06/2024,2024,6
2,The Box Medley Funk 2,"The Box, Mc Brinquedo, Mc Cebezinho, Mc Tuto & Mc Laranjinha",Sony Music Entertainment,Sony Music Entertainment,06/2024,2024,6
